StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q52,Q1,Q1_9_TEXT,Q25,Q26,Q26_6_TEXT,Q27,Q27_9_TEXT,Q28,Q28_4_TEXT,Q29,Q29_3_TEXT,Q2,Q3,Q4,Q5,Q6,Q10,Q30,Q31,Q34,Q36,Q37,Q39,Q11,Q12,Q13,Q22,Q23,Q53_1,Q53_2,Q53_3,Q53_4,Q53_5,SC0
1/5/2023 6:13,1/5/2023 6:21,IP Address,129.170.195.200,100,468,TRUE,1/5/2023 6:21,R_3jZGVQW7npcHtTr,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,18-25,Prefer not to say,,White,,Non-Hispanic,,English,,Very little,None,Slightly knowledgeable,How broad is the autism spectrum and how many adults are estimated to be undiagnosed?,"Anxiety, Depression, & Trauma-Related Disorders",Medicine that affirms and accommodates the patient in an effort to give high standards of care,Neurodivergent people can be excluded or unaccommodated by the medical system ,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Pain (ex: dental, ear),Cardiovascular disease,GI problems (ex: constipation, GERD)","Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Talking to inanimate objects,"Auditory hallucinations that are intrusive and distressing,Change from baseline behavior",Care that meets the patient where they are at and practices humility and understanding of cultural difference ,"Ask your patient exploratory questions,Ask questions other than that directly pertain to the reason for the visit","Get a copy of their behavior plan for the next time they are in your office,Defer to the person’s caregiver,Give the patient the option to wait outside or in the car","Extensive, long-term behavior modification treatment","lithium,risperidone",Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,15
1/5/2023 6:13,1/5/2023 6:21,IP Address,129.170.195.205,100,495,TRUE,1/5/2023 6:21,R_2uWYkBwWrdjBV2r,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,18-25,Male,,White,,Hispanic/Latino of any race,,English,,Very little,None,Slightly knowledgeable,What are some of the best practices to approaching people affected with concurrent idd and mental health problems ,"Anxiety, Depression, & Trauma-Related Disorders","Care focused on the whole well being of a patient that includes but is not limited to social, psychological, mental, and physical in a way that shows kindness and compassion ",Nobody was born choosing to be neurodivergent or neurotypical so I believe it is the duty of those who can give to give time and understanding so that we can all better ourselves together ,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The majority of people with IDD receive care in institutions,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Pain (ex: dental, ear),GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Staring into space,"talking to themselves, monologue,having an imaginary friend,Auditory hallucinations that are intrusive and distressing,Change from baseline behavior",Care that takes into account one’s background values and traditions in order to provide the best care possible ,"Ask your patient exploratory questions,Ask questions other than that directly pertain to the reason for the visit","Get a copy of their behavior plan for the next time they are in your office,Give the patient the option to wait outside or in the car","Extensive, long-term behavior modification treatment","lithium,divalproex,aripiprazole,paliperidone,risperidone",Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,17
1/5/2023 6:13,1/5/2023 6:21,IP Address,129.170.195.202,100,525,TRUE,1/5/2023 6:21,R_3hxNqWsJzI5U01B,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,18-25,Female,,Two or more races,,Non-Hispanic,,English,,Extensive,Very little,Somewhat knowledgable,How can I provide comprehensive care while also providing IDD pts with power to guide some of their own health decisions?,"Anxiety, Depression, & Trauma-Related Disorders",Focusing on pt abilities and what they bring to the world. ,Diversified treatment to match Pt needs. Respect for all pts. ,"Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Asthma,GI problems (ex: constipation, GERD)",Behavior is a form of communication,Running away,"Auditory hallucinations that are intrusive and distressing,Change from baseline behavior",Understanding how pts live their lives and adapting their care to these circumstances. ,Ask your patient exploratory questions,"Get a copy of their behavior plan for the next time they are in your office,Defer to the person’s caregiver,Give the patient the option to wait outside or in the car","Combination treatment, including pharmacotherapy/manualized psychotherapies",lithium,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,11
1/5/2023 6:13,1/5/2023 6:21,IP Address,129.170.194.144,100,515,TRUE,1/5/2023 6:21,R_2yrMWiatrd8VxbR,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,26-32,Female,,Other,Latinx,Hispanic/Latino of any race,,English,,Some,Very little,Slightly knowledgeable,What is training like in residency programs surrounding this topic? ,"Anxiety, Depression, & Trauma-Related Disorders",No idea,Because we often pathologize things that don’t need to be pathologized by adhering to societal structure/norms to define what is “normal”,"Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Pain (ex: dental, ear),Cardiovascular disease,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Talking to inanimate objects,"having an imaginary friend,Auditory hallucinations that are intrusive and distressing,Change from baseline behavior",Care that is appropriate for your patient given their cultural background and where they’re at/what they need,Ask your patient exploratory questions,"Get a copy of their behavior plan for the next time they are in your office,Give the patient the option to wait outside or in the car","Extensive, long-term behavior modification treatment",lithium,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,10
1/5/2023 6:14,1/5/2023 6:24,IP Address,129.170.195.207,100,600,TRUE,1/5/2023 6:24,R_30ioqtVPHNVBkyz,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,18-25,Female,,Two or more races,,Hispanic/Latino of any race,,English,,Some,None,Not knowledgeable at all,NA,"Anxiety, Depression, & Trauma-Related Disorders",Medicine that adds/introduces added modifications to a patients life and the outcomes are usually to help change a behavior,"Diversity exists in patient populations on many levels, we must know how to treat a diverse population and understand their needs","In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The majority of people with IDD receive care in institutions,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Pain (ex: dental, ear),Cardiovascular disease,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Withdrawal,"talking to themselves, monologue,Auditory hallucinations that are intrusive and distressing,Change from baseline behavior","Patient care that takes into account a persons lives experiences within their culture, this can be done by being diligent about asking questions instead of making assumptions about our patients","Ask your patient exploratory questions,Ask questions other than that directly pertain to the reason for the visit","Get a copy of their behavior plan for the next time they are in your office,Give the patient the option to wait outside or in the car",An extensive review of previous diagnoses and treatment,"divalproex,aripiprazole",Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,14
1/5/2023 6:13,1/5/2023 6:27,IP Address,174.242.77.35,100,854,TRUE,1/5/2023 6:27,R_2zIRh9ZK4T0TNfL,,,,,42.3562,-71.0631,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,18-25,Male,,White,,Non-Hispanic,,English,,Some,Very little,Slightly knowledgeable,What are the differences in approach for mental health care for various intellectual disabilities,"Anxiety, Depression, & Trauma-Related Disorders",Medicine that focuses on the positive aspects of a patient’s abilities (what they can do) the negative (what they can’t do),It is prevalent and there are likely current care disparities due to a lack of training on how to approach care,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Pain (ex: dental, ear),GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Talking to inanimate objects,Lip smacking,Understanding what falls within the range of “normal” based on a person’s upbringing,Ask your patient exploratory questions,"Get a copy of their behavior plan for the next time they are in your office,Give the patient the option to wait outside or in the car","Combination treatment, including pharmacotherapy/manualized psychotherapies",lithium,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,11
1/5/2023 6:14,1/5/2023 6:41,IP Address,129.170.194.146,100,1585,TRUE,1/5/2023 6:41,R_0koSocfw1wAGyjL,,,,,43.7019,-72.2827,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,18-25,Female,,Two or more races,,Non-Hispanic,,English,,Some,Very little,Not knowledgeable at all,How non-psychiatric fields can better support the mental health of their patients with IDD ,"Anxiety, Depression, & Trauma-Related Disorders",Medical practice that safely meets or manages the needs and expectations of the patient.,It is important to remember that not everyone perceives the world the same as you do and that they may need assistance in ways that you would not even consider if it were not your lived reality.,"Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Kidney Disease,Cardiovascular disease,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Increased repetitive speech and movement,"Auditory hallucinations that are intrusive and distressing,Covering ears/eyes",Care that is provided in a way that is aware/educated and respectful of different cultures.,Ask questions other than that directly pertain to the reason for the visit,Give the patient the option to wait outside or in the car,"Combination treatment, including pharmacotherapy/manualized psychotherapies",lithium,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,11
1/5/2023 6:12,1/5/2023 6:13,IP Address,129.170.195.204,52,59,FALSE,1/12/2023 6:13,R_3EEZs9jjIXl7le5,,,,,,,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,26-32,Male,,White,,Non-Hispanic,,English,,Very little,Some,Somewhat knowledgable,Na ,,,,,,,,,,,,,,,,,,,
1/5/2023 6:13,1/5/2023 6:14,IP Address,129.170.195.220,6,101,FALSE,1/12/2023 6:14,R_RQVGY3gx3S6fojv,,,,,,,qr,EN,Click here if you consent to participate in the research study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2023 6:13,1/5/2023 6:15,IP Address,129.170.194.145,52,117,FALSE,1/12/2023 6:15,R_3n2yK11UctkG4tI,,,,,,,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,18-25,Male,,Asian,,Non-Hispanic,,English,,Some,Very little,Somewhat knowledgable,Best practice?,,,,,,,,,,,,,,,,,,,
1/5/2023 6:12,1/5/2023 6:15,IP Address,129.170.195.199,52,185,FALSE,1/12/2023 6:15,R_1F8lTLDjFsvTPIG,,,,,,,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,18-25,Male,,White,,Non-Hispanic,,English,,Some,None,Slightly knowledgeable,How can a physician best care for someone with intellectual or developmental disabilities?,,,,,,,,,,,,,,,,,,,
1/5/2023 6:13,1/5/2023 6:16,IP Address,129.170.195.196,52,214,FALSE,1/12/2023 6:17,R_1LhS0pfNjndIluO,,,,,,,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,18-25,Male,,Asian,,Non-Hispanic,,English,,Some,Some,Somewhat knowledgable,How is Nuro diversity influence the vast array of intellectual disabilities?,,,,,,,,,,,,,,,,,,,
1/5/2023 6:16,1/5/2023 6:18,IP Address,129.170.195.220,52,125,FALSE,1/12/2023 6:18,R_ers03KIuDkTjyZr,,,,,,,qr,EN,Click here if you consent to participate in the research study,2nd Year Medical Student,,18-25,Female,,Asian,,Non-Hispanic,,English,,Very little,Very little,Not knowledgeable at all,How can we provide culturally competent care to pts with learning and developmental disabilities? ,,,,,,,,,,,,,,,,,,,
1/30/2023 16:41,1/30/2023 16:51,IP Address,130.189.175.200,100,561,TRUE,1/30/2023 16:51,R_1qdHEmkAfsxhxyD,,,,,43.6444,-72.2455,anonymous,EN,Click here if you consent to participate in the research study,2nd Year Resident,,26-32,Female,,White,,Non-Hispanic,,English,,Extensive,Some,Somewhat knowledgable,How to better manage agitation pharmacologically in this population,"Anxiety, Depression, & Trauma-Related Disorders",Focusing on the positive aspects of the individual rather than solely focusing on areas of improvement ,Very important ,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Pain (ex: dental, ear),GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Talking to inanimate objects,"Auditory hallucinations that are intrusive and distressing,Change from baseline behavior","Taking into account their cultural background (ex: if someone has a religion where it is normalized to speak with a higher power and someone states they do this, it wouldn't count as AVH necessarily)",Ask your patient exploratory questions,"Defer to the person’s caregiver,Give the patient the option to wait outside or in the car","Extensive, long-term behavior modification treatment",risperidone,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,17
1/30/2023 7:31,1/31/2023 12:06,IP Address,76.119.230.62,6,102875,FALSE,2/7/2023 12:09,R_OkRiNSpATkUFgZ3,,,,,,,anonymous,EN,Click here if you consent to participate in the research study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
